d,dK,hK,fu,rK,mb
3837,3837,1,1870715/2*u - 115878677/2,18.5680543138172,1/2*sqrt(3837)
3838,15352,2,6243208832821273026*u - 386776738911448763317,48.0975264789729,sqrt(3838)
3839,15356,2,768031321*u - 47586962820,25.2789718508928,sqrt(3839)
3841,3841,1,-30384810538284494342047755012293942592*u - 1883122993505637746305219852325249366015,91.1268973727165,1/2*sqrt(3841)
3842,15368,4,62*u + 3843,8.94715575419704,sqrt(3842)
3845,3845,4,u - 62,4.82034659568175,1/2*sqrt(3845)
3846,15384,6,62*u - 3845,8.94767604558954,sqrt(3846)
3847,15388,1,4011990330404946160419309499701634173*u + 248840445836539903738125260563099912808,89.1030224396503,sqrt(3847)
3849,3849,1,-9875372063379966567874988876*u + 612671139012459100385317974935,69.2807730054228,1/2*sqrt(3849)
3851,15404,1,-795872014821453486734138864131107*u - 49388972742621621487450285516069210,80.5781824248056,sqrt(3851)
3853,3853,1,63749573*u - 3957097806,22.7919238968142,1/2*sqrt(3853)
3854,15416,2,27436996645684*u - 1703305015885455,35.7644940661552,sqrt(3854)
3855,15420,4,25833*u + 1603936,14.9811183469230,sqrt(3855)
3857,3857,2,-11960328*u + 742793183,21.1190753905239,1/2*sqrt(3857)
3858,15432,2,-131958017499160*u + 8196282030222401,37.3356042159705,sqrt(3858)
3859,15436,6,35223081*u - 2188087730,22.1994409972403,sqrt(3859)
3862,15448,1,95990781933298770162394257846345570*u - 5965346351623981446559222310227876901,85.3721776461870,sqrt(3862)
3863,15452,1,-95249707556731*u - 5920058591634888,37.0102699215532,sqrt(3863)
3865,3865,2,243850422757323112429*u - 15159967211179776162408,51.7660923507959,1/2*sqrt(3865)
3866,15464,2,12954163655725*u + 805453186951693,35.0155733806590,sqrt(3866)
3867,15468,2,-45333*u + 2819042,15.5450548494455,sqrt(3867)
3869,3869,2,-5/2*u + 311/2,5.73980325103524,1/2*sqrt(3869)
3873,3873,3,-76512436*u + 4761631447,22.9770033679938,1/2*sqrt(3873)
3874,15496,4,645652957*u - 40186386105,25.1099413016706,sqrt(3874)
3877,3877,3,241*u - 15006,10.3093525817758,1/2*sqrt(3877)
3878,15512,2,199916*u + 12449487,17.0303371557667,sqrt(3878)
3881,3881,1,-626459304546684054661*u + 39026956594671066849280,52.7116867355346,1/2*sqrt(3881)
3882,15528,2,-41432504620*u + 2581481119151,29.2725316078931,sqrt(3882)
3883,15532,8,-51*u - 3178,8.75715450290336,sqrt(3883)
3885,3885,4,-3/2*u + 187/2,5.23108001887072,1/2*sqrt(3885)
3886,15544,2,37200512890724364298233072678*u - 2318997741949707492520197353845,70.6118350549370,sqrt(3886)
3889,3889,3,42882371327665*u - 2674223893055532,36.2155827802846,1/2*sqrt(3889)
3890,15560,4,-73*u - 4553,9.11668882795466,sqrt(3890)
3891,15564,4,1958208*u - 122148865,19.3138982443305,sqrt(3891)
3893,3893,2,33/2*u - 2059/2,7.62997547114978,1/2*sqrt(3893)
3894,15576,8,-520*u + 32449,11.0805720853389,sqrt(3894)
3895,15580,4,498579516*u - 31116315239,24.8541453048897,sqrt(3895)
3898,15592,6,53*u + 3309,8.79754851131369,sqrt(3898)
3899,15596,2,15693298523624*u - 979920523681695,35.2116397665805,sqrt(3899)
3901,3901,1,-361352707676175639/2*u + 22569362313199482985/2,44.5631250105881,1/2*sqrt(3901)
3902,15608,1,-6446820128*u - 402707006463,27.4146222839286,sqrt(3902)
3903,15612,2,8331116362489*u - 520478118556708,34.5789161443836,sqrt(3903)
3905,3905,4,100*u - 6249,9.43332390408698,1/2*sqrt(3905)
3907,15628,1,2530926493468163363989551057*u - 158198090671884155770512949562,67.9267926775821,sqrt(3907)
3909,3909,1,-7616423087/2*u + 476193974765/2,26.8890911181787,1/2*sqrt(3909)
3910,15640,4,713689968558*u + 44627028597829,32.1225079943300,sqrt(3910)
3911,15644,1,-469905661402258082369053*u + 29386954827722146159312200,59.3357402749490,sqrt(3911)
3913,3913,2,58576755408060*u - 3664208992496599,36.5305360600927,1/2*sqrt(3913)
3914,15656,2,-49612914204303304*u - 3103881614264902335,43.2723323163122,sqrt(3914)
3917,3917,1,-66377/2*u + 4154267/2,15.2396465567499,1/2*sqrt(3917)
3918,15672,2,-31004046*u + 1940665067,22.0794437498742,sqrt(3918)
3919,15676,1,416032273433305905585502728084820437793259823146889*u - 26044417810670200452762968076538502860962888222429200,121.384790380995,sqrt(3919)
3921,3921,1,-77729658492403544933265107663650388*u - 4867267113323905219558836227666788055,85.1687431402313,1/2*sqrt(3921)
3922,15688,4,-79194481*u - 4959623529,23.0177428539512,sqrt(3922)
3923,15692,1,-20131839128128281*u - 1260934726236423002,42.3715321466036,sqrt(3923)
3926,15704,2,-9319380518*u - 583931887995,27.7861973633872,sqrt(3926)
3927,15708,8,3*u - 188,5.92958206997849,sqrt(3927)
3929,3929,1,-67713250966712601620081837*u + 4244384105687640159436267040,64.3085414136370,1/2*sqrt(3929)
3930,15720,4,-17574*u - 1101709,14.6055203490476,sqrt(3930)
3931,15724,1,71570960194412499518981861136598202607554300335006905765219477*u + 4487333686157443723906476241327235561313041461294998925426804850,147.257266730732,sqrt(3931)
3934,15736,4,-4814204544*u + 301954646015,27.1266898448450,sqrt(3934)
3935,15740,2,-61452155337*u + 3854867793004,29.6735050079751,sqrt(3935)
3937,3937,1,144258202653075678919788072*u - 9051555617777728972560474847,65.0658813258065,1/2*sqrt(3937)
3938,15752,2,-14919362724*u + 936242019217,28.2582870281007,sqrt(3938)
3939,15756,4,3868896*u + 242817535,20.0009680150359,sqrt(3939)
3941,3941,3,-9/2*u + 565/2,6.33682259854499,1/2*sqrt(3941)
3943,15772,1,-154129810218253204350601696325620383993071085*u - 9678321222349352194222547951077327806344001224,106.579364824097,sqrt(3943)
3945,3945,2,-6012100161372*u + 377615411817641,34.2580445451219,1/2*sqrt(3945)
3946,15784,2,1559068645568690705*u + 97936319280108825843,46.7239963186455,sqrt(3946)
3947,15788,1,873611475*u + 54884775626,25.4216490165622,sqrt(3947)
3949,3949,1,-4650547871568893145/2*u + 292245401421857101777/2,47.1241255390377,1/2*sqrt(3949)
3953,3953,1,-132444592666895036*u + 8327173993068962967,44.2592029965367,1/2*sqrt(3953)
3954,15816,2,-104555979484*u + 6574567784465,30.2073771361886,sqrt(3954)
3955,15820,12,-9*u - 566,7.03174047838039,sqrt(3955)
3957,3957,3,21/2*u - 1321/2,7.18614373146939,1/2*sqrt(3957)
3958,15832,3,-87451146*u + 5501782277,23.1214851076154,sqrt(3958)
3959,15836,2,-1336845733044*u - 84115115400025,32.7563545785903,sqrt(3959)
3961,3961,2,491866089318428518621*u - 30956318281452373600800,52.4800112565273,1/2*sqrt(3961)
3962,15848,6,-18*u - 1133,7.72577124683667,sqrt(3962)
3963,15852,8,-21*u + 1322,7.88004805792509,sqrt(3963)
3965,3965,4,1/2*u - 63/2,4.14288267848509,1/2*sqrt(3965)
3966,15864,10,42*u - 2645,8.57357348911776,sqrt(3966)
3967,15868,5,-63*u - 3968,8.97916463308668,sqrt(3967)
3970,15880,20,-u - 63,4.83634488915927,sqrt(3970)
3973,3973,6,-1/2*u + 63/2,4.14338658385752,1/2*sqrt(3973)
3974,15896,1,-22860558678322999372646226*u - 1441122076237812937914142405,63.2283667211627,sqrt(3974)
3977,3977,2,-481927261*u + 30392000596,24.8305924530021,1/2*sqrt(3977)
3979,15916,2,2377926889791375995316*u - 149997999688710838259705,54.0580560920336,sqrt(3979)
3981,3981,3,21/2*u - 1325/2,7.18916716882211,1/2*sqrt(3981)
3982,15928,2,-1148509367333405322*u + 72474490268003744117,46.4229134960243,sqrt(3982)
3983,15932,4,9*u - 568,7.03526782438434,sqrt(3983)
3985,3985,2,36181208203535323321*u - 2284005934945063477128,49.8733650237126,1/2*sqrt(3985)
3986,15944,4,10625*u + 670807,14.1093839247384,sqrt(3986)
3989,3989,1,2069/2*u - 130675/2,11.7804686036397,1/2*sqrt(3989)
3990,15960,8,-6*u - 379,6.63068164518768,sqrt(3990)
3991,15964,2,4526901964409006077825213929315*u + 285984142932649574303357149060676,75.4266363353726,sqrt(3991)
3994,15976,2,6470397549647933907764628434765*u - 408916839388226966951390276246157,75.7842117790713,sqrt(3994)
3995,15980,4,-1131*u - 71486,11.8704040858252,sqrt(3995)
3997,3997,5,-9/2*u + 569/2,6.34387734541388,1/2*sqrt(3997)
3998,15992,1,-204425954517224*u + 12925799920289343,37.7911488833341,sqrt(3998)
3999,15996,8,-425*u + 26876,10.8921361542539,sqrt(3999)
2,8,1,u + 1,0.881373587019543,sqrt(2)
3,12,1,u + 2,1.31695789692482,sqrt(3)
5,5,1,-1/2*u + 1/2,0.481211825059603,1/2*sqrt(5)
6,24,1,-2*u - 5,2.29243166956118,sqrt(6)
7,28,1,-3*u - 8,2.76865938331357,sqrt(7)
10,40,2,-u - 3,1.81844645923207,sqrt(10)
11,44,1,3*u - 10,2.99322284612638,sqrt(11)
13,13,1,-1/2*u + 3/2,1.19476321728711,1/2*sqrt(13)
14,56,1,4*u - 15,3.40008441411334,sqrt(14)
15,60,2,u + 4,2.06343706889556,sqrt(15)
17,17,1,-u + 4,2.09471254726110,1/2*sqrt(17)
19,76,1,-39*u + 170,5.82893696697893,sqrt(19)
21,21,1,-1/2*u + 5/2,1.56679923697241,1/2*sqrt(21)
22,88,1,42*u + 197,5.97634446743095,sqrt(22)
23,92,1,5*u - 24,3.87076670028709,sqrt(23)
26,104,2,u + 5,2.31243834127275,sqrt(26)
29,29,1,1/2*u - 5/2,1.64723114637110,1/2*sqrt(29)
30,120,2,-2*u + 11,3.08896990484460,sqrt(30)
31,124,1,-273*u + 1520,8.01961268619388,sqrt(31)
33,33,1,4*u - 23,3.82816847133310,1/2*sqrt(33)
34,136,2,6*u - 35,4.24829109791439,sqrt(34)
35,140,2,u + 6,2.47788873028848,sqrt(35)
37,37,1,u - 6,2.49177985264491,1/2*sqrt(37)
38,152,1,-6*u + 37,4.30388242811400,sqrt(38)
39,156,2,-4*u + 25,3.91162276521459,sqrt(39)
41,41,1,-5*u + 32,4.15912713462618,1/2*sqrt(41)
42,168,2,-2*u - 13,3.25661395480005,sqrt(42)
43,172,1,-531*u + 3482,8.84850928026837,sqrt(43)
46,184,1,-3588*u - 24335,10.7928181024053,sqrt(46)
47,188,1,-7*u - 48,4.56423966685850,sqrt(47)
51,204,2,7*u - 50,4.60507017098476,sqrt(51)
53,53,1,1/2*u - 7/2,1.96572047164965,1/2*sqrt(53)
55,220,2,-12*u - 89,5.18175198712627,sqrt(55)
57,57,1,20*u - 151,5.71041605276315,1/2*sqrt(57)
58,232,2,-13*u + 99,5.28829253731990,sqrt(58)
59,236,1,69*u - 530,6.96602329710848,sqrt(59)
61,61,1,5/2*u - 39/2,3.66421846088644,1/2*sqrt(61)
62,248,1,-8*u - 63,4.83621891284116,sqrt(62)
65,65,2,u - 8,2.77647228072372,1/2*sqrt(65)
66,264,2,8*u - 65,4.86747527360534,sqrt(66)
67,268,1,-5967*u - 48842,11.4894930578823,sqrt(67)
69,69,1,-3/2*u + 25/2,3.21727197115726,1/2*sqrt(69)
70,280,2,30*u + 251,6.21859615147713,sqrt(70)
71,284,1,413*u + 3480,8.84793473268505,sqrt(71)
73,73,1,125*u - 1068,7.66669041925829,1/2*sqrt(73)
74,296,2,-5*u - 43,4.45448247706051,sqrt(74)
77,77,1,1/2*u - 9/2,2.18464379160511,1/2*sqrt(77)
78,312,2,6*u - 53,4.66335008258431,sqrt(78)
79,316,3,9*u + 80,5.07513475044481,sqrt(79)
82,328,4,u - 9,2.89344398588587,sqrt(82)
83,332,1,9*u + 82,5.09982924550062,sqrt(83)
85,85,2,1/2*u - 9/2,2.20934770861533,1/2*sqrt(85)
86,344,1,1122*u - 10405,9.94318891707851,sqrt(86)
87,348,2,3*u + 28,4.02503266055162,sqrt(87)
89,89,1,-53*u + 500,6.90775627898064,1/2*sqrt(89)
91,364,2,165*u - 1574,8.05452250862813,sqrt(91)
93,93,1,-3/2*u + 29/2,3.36610464292511,1/2*sqrt(93)
94,376,1,-221064*u + 2143295,15.2710021030312,sqrt(94)
95,380,2,-4*u + 39,4.35654442060175,sqrt(95)
97,97,1,-569*u + 5604,9.32438309597740,1/2*sqrt(97)
101,101,1,u - 10,2.99822295029797,1/2*sqrt(101)
102,408,2,-10*u + 101,5.30824318909900,sqrt(102)
103,412,1,-22419*u + 227528,13.0281757672780,sqrt(103)
105,105,2,4*u - 41,4.40657049307698,1/2*sqrt(105)
106,424,2,-389*u + 4005,8.98844605564842,sqrt(106)
107,428,1,-93*u + 962,7.56216136108494,sqrt(107)
109,109,1,25/2*u - 261/2,5.56453508676047,1/2*sqrt(109)
110,440,2,2*u + 21,3.73710224219892,sqrt(110)
111,444,2,28*u - 295,6.38011966414967,sqrt(111)
113,113,1,-73*u + 776,7.34730011590392,1/2*sqrt(113)
114,456,2,-96*u + 1025,7.62559483417877,sqrt(114)
115,460,2,-105*u + 1126,7.71957379207936,sqrt(115)
118,472,1,28254*u + 306917,13.3274798122670,sqrt(118)
119,476,2,11*u - 120,5.48062156177875,sqrt(119)
122,488,2,u + 11,3.09310219505083,sqrt(122)
123,492,2,11*u + 122,5.49715142830993,sqrt(123)
127,508,1,-419775*u + 4730624,16.0627148562169,sqrt(127)
129,129,1,-1484*u + 16855,10.4255498073481,1/2*sqrt(129)
130,520,4,5*u - 57,4.73627538626766,sqrt(130)
131,524,1,927*u - 10610,9.96269940994718,sqrt(131)
133,133,1,15/2*u - 173/2,5.15325818041370,1/2*sqrt(133)
134,536,1,12606*u + 145925,12.5839952506202,sqrt(134)
137,137,1,149*u - 1744,8.15708386722417,1/2*sqrt(137)
138,552,2,-4*u + 47,4.54318158967123,sqrt(138)
139,556,1,-6578829*u - 77563250,18.8597514710636,sqrt(139)
141,141,1,-8*u + 95,5.24699637017839,1/2*sqrt(141)
142,568,3,12*u + 143,5.65597958505895,sqrt(142)
143,572,2,u + 12,3.17631318059166,sqrt(143)
145,145,4,-u + 12,3.17978543769988,1/2*sqrt(145)
146,584,2,12*u - 145,5.66986903216201,sqrt(146)
149,149,1,5/2*u - 61/2,4.11114250086322,1/2*sqrt(149)
151,604,1,140634693*u - 1728148040,21.9634633555149,sqrt(151)
154,616,2,1716*u - 21295,10.6593747623660,sqrt(154)
155,620,2,-20*u - 249,6.21059604480724,sqrt(155)
157,157,1,-17/2*u + 213/2,5.36131420646279,1/2*sqrt(157)
158,632,1,-616*u - 7743,9.64769166477681,sqrt(158)
159,636,2,105*u + 1324,7.88155977444225,sqrt(159)
161,161,1,-928*u + 11775,10.0668810976415,1/2*sqrt(161)
163,652,1,5019135*u + 64080026,18.6687904470271,sqrt(163)
165,165,2,-1/2*u + 13/2,2.55897897702861,1/2*sqrt(165)
166,664,1,-132015642*u + 1700902565,21.9475720482683,sqrt(166)
167,668,1,-13*u + 168,5.81710230213576,sqrt(167)
170,680,4,u - 13,3.25957255626292,sqrt(170)
173,173,1,1/2*u - 13/2,2.57081467809570,1/2*sqrt(173)
174,696,2,-110*u - 1451,7.97315531470189,sqrt(174)
177,177,1,-4692*u + 62423,11.7348362566844,1/2*sqrt(177)
178,712,2,120*u + 1601,8.07153079602235,sqrt(178)
179,716,1,313191*u - 4190210,15.9414085905341,sqrt(179)
181,181,1,-97/2*u + 1305/2,7.17395890694672,1/2*sqrt(181)
182,728,2,2*u + 27,3.98864093449443,sqrt(182)
183,732,2,36*u - 487,6.88141024954021,sqrt(183)
185,185,2,-5*u + 68,4.91270894709587,1/2*sqrt(185)
186,744,2,550*u - 7501,9.61593880008632,sqrt(186)
187,748,2,123*u - 1682,8.12088593272625,sqrt(187)
190,760,2,3774*u - 52021,11.5525499426611,sqrt(190)
191,764,1,-650783*u - 8994000,16.7052154268727,sqrt(191)
193,193,1,126985*u - 1764132,15.0763165232413,1/2*sqrt(193)
194,776,2,14*u + 195,5.96614016443689,sqrt(194)
195,780,4,-u - 14,3.33092655264125,sqrt(195)
197,197,1,u - 14,3.33347758688399,1/2*sqrt(197)
199,796,1,1153080099*u - 16266196520,24.2055021388206,sqrt(199)
201,201,1,36332*u - 515095,13.8452538092125,1/2*sqrt(201)
202,808,2,221*u + 3141,8.74544370543845,sqrt(202)
203,812,2,-4*u - 57,4.73612149275893,sqrt(203)
205,205,2,-3/2*u + 43/2,3.76065884353255,1/2*sqrt(205)
206,824,1,-4148*u + 59535,11.6874668343747,sqrt(206)
209,209,1,3220*u - 46551,11.4414509451962,1/2*sqrt(209)
210,840,4,2*u + 29,4.06014561274840,sqrt(210)
211,844,1,-19162705353*u - 278354373650,27.0453080447841,sqrt(211)
213,213,1,5/2*u - 73/2,4.29027173583855,1/2*sqrt(213)
214,856,1,-47533775646*u + 695359189925,27.9608415496016,sqrt(214)
215,860,2,3*u + 44,4.47720765722692,sqrt(215)
217,217,1,-260952*u + 3844063,15.8551876186759,1/2*sqrt(217)
218,872,2,-17*u + 251,6.21860408785909,sqrt(218)
219,876,4,5*u - 74,4.99716661687553,sqrt(219)
221,221,2,1/2*u - 15/2,2.70357583093140,1/2*sqrt(221)
222,888,2,-10*u - 149,5.69708222556117,sqrt(222)
223,892,3,15*u - 224,6.10478824991601,sqrt(223)
226,904,8,u - 15,3.40230664548059,sqrt(226)
227,908,1,-15*u + 226,6.11367728512952,sqrt(227)
229,229,3,-1/2*u + 15/2,2.71246530518434,1/2*sqrt(229)
230,920,2,-6*u + 91,5.20397649611896,sqrt(230)
231,924,4,-5*u + 76,5.02383723548746,sqrt(231)
233,233,1,1517*u - 23156,10.7431563862251,1/2*sqrt(233)
235,940,6,-3*u - 46,4.52167040865730,sqrt(235)
237,237,1,-5/2*u + 77/2,4.34363671666080,1/2*sqrt(237)
238,952,2,756*u - 11663,10.0573238954131,sqrt(238)
239,956,1,400729*u + 6195120,16.3324196238778,sqrt(239)
241,241,1,4574225*u - 71011068,18.7714934907403,1/2*sqrt(241)
246,984,2,5662*u - 88805,12.0873454142297,sqrt(246)
247,988,2,-5427*u - 85292,12.0469831229717,sqrt(247)
249,249,1,542076*u - 8553815,16.6550351207862,1/2*sqrt(249)
251,1004,1,231957*u + 3674890,15.8101809387682,sqrt(251)
253,253,1,-117/2*u + 1861/2,7.52886896790192,1/2*sqrt(253)
254,1016,3,16*u + 255,6.23440688102107,sqrt(254)
255,1020,4,u - 16,3.46475790667586,sqrt(255)
257,257,3,-u + 16,3.46671103788472,1/2*sqrt(257)
258,1032,2,-16*u - 257,6.24221948036501,sqrt(258)
259,1036,2,-52644*u - 847225,14.3428687623643,sqrt(259)
262,1048,1,-6485718*u + 104980517,19.1624325190838,sqrt(262)
263,1052,1,-8579*u - 139128,12.5362968322347,sqrt(263)
265,265,2,-373*u + 6072,9.40459050641614,1/2*sqrt(265)
266,1064,2,42*u - 685,7.22256548602831,sqrt(266)
267,1068,2,-147*u + 2402,8.47720413986934,sqrt(267)
269,269,1,-5*u + 82,5.09990360600066,1/2*sqrt(269)
271,1084,1,-7044978537*u - 115974983600,26.1697875267344,sqrt(271)
273,273,2,-44*u + 727,7.28207318508219,1/2*sqrt(273)
274,1096,4,85*u - 1407,7.94236236395932,sqrt(274)
277,277,1,157/2*u - 2613/2,7.86825441198131,1/2*sqrt(277)
278,1112,1,-150*u - 2501,8.51759307146954,sqrt(278)
281,281,1,63445*u - 1063532,14.5702531830576,1/2*sqrt(281)
282,1128,2,140*u - 2351,8.45574318386916,sqrt(282)
283,1132,1,-8219541*u + 138274082,19.4378955554388,sqrt(283)
285,285,2,-1/2*u + 17/2,2.82973503752439,1/2*sqrt(285)
286,1144,2,-33222*u - 561835,13.9321106720217,sqrt(286)
287,1148,2,17*u + 288,6.35610464660047,sqrt(287)
290,1160,4,u + 17,3.52722445619997,sqrt(290)
291,1164,4,17*u + 290,6.36302513087560,sqrt(291)
293,293,1,-1/2*u + 17/2,2.83665572896893,1/2*sqrt(293)
295,1180,2,-117900*u + 2024999,15.2142269452554,sqrt(295)
298,1192,2,-23725*u + 409557,13.6159785472893,sqrt(298)
299,1196,2,24*u - 415,6.72142424919799,sqrt(299)
301,301,1,1311/2*u - 22745/2,10.0321006180711,1/2*sqrt(301)
302,1208,1,246092*u + 4276623,15.9618214179872,sqrt(302)
303,1212,2,-145*u + 2524,8.52674736497813,sqrt(303)
305,305,2,-28*u + 489,6.88550862453738,1/2*sqrt(305)
307,1228,1,5052633*u - 88529282,18.9919911058692,sqrt(307)
309,309,1,-287/2*u + 5045/2,8.52615289349810,1/2*sqrt(309)
310,1240,2,-48204*u - 848719,14.3446306134472,sqrt(310)
311,1244,1,-957397*u - 16883880,17.3350170590987,sqrt(311)
313,313,1,-7170685*u + 126862368,19.3517605208020,1/2*sqrt(313)
314,1256,2,25*u + 443,6.78671822449449,sqrt(314)
317,317,1,-5/2*u + 89/2,4.48876259251753,1/2*sqrt(317)
318,1272,2,-6*u - 107,5.36595417833840,sqrt(318)
319,1276,2,722361*u + 12901780,17.0660230248690,sqrt(319)
321,321,3,-12*u + 215,6.06377980031491,1/2*sqrt(321)
322,1288,4,-18*u + 323,6.47079710750833,sqrt(322)
323,1292,4,u - 18,3.58274643892215,sqrt(323)
326,1304,3,-18*u + 325,6.47696999601737,sqrt(326)
327,1308,2,-12*u + 217,6.07303922496258,sqrt(327)
329,329,1,-131016*u + 2376415,15.3742507880724,1/2*sqrt(329)
330,1320,4,-6*u + 109,5.38447402012508,sqrt(330)
331,1324,1,-153109862634573*u - 2785589801443970,36.2563832043254,sqrt(331)
334,1336,1,-3491219999244*u - 63804373719695,32.4799900380898,sqrt(334)
335,1340,2,33*u + 604,7.09672069321709,sqrt(335)
337,337,1,-55335641*u + 1015827336,21.4321164073385,1/2*sqrt(337)
339,1356,2,-5321*u - 97970,12.1855637688726,sqrt(339)
341,341,1,-15/2*u + 277/2,5.62400447305059,1/2*sqrt(341)
345,345,2,364*u - 6761,9.51207326218150,1/2*sqrt(345)
346,1384,6,5*u - 93,5.22577557753576,sqrt(346)
347,1388,1,34443*u + 641602,14.0648706332959,sqrt(347)
349,349,1,493*u - 9210,9.82119231275657,1/2*sqrt(349)
353,353,1,3793*u - 71264,11.8672937506663,1/2*sqrt(353)
354,1416,2,13716*u + 258065,13.1541139507134,sqrt(354)
355,1420,2,50676*u - 954809,14.4624137800199,sqrt(355)
357,357,2,-1/2*u + 19/2,2.94165731465119,1/2*sqrt(357)
358,1432,1,9332532726*u + 176579805797,26.5901859491774,sqrt(358)
359,1436,3,19*u + 360,6.57924928299217,sqrt(359)
362,1448,2,u - 19,3.63827796222954,sqrt(362)
365,365,2,-1/2*u + 19/2,2.94719762257003,1/2*sqrt(365)
366,1464,2,-47458*u + 907925,14.4120642356126,sqrt(366)
367,1468,1,992835687*u + 19019995568,24.3619038416057,sqrt(367)
370,1480,4,-17*u + 327,6.48310968944898,sqrt(370)
371,1484,2,88*u + 1695,8.12858511335819,sqrt(371)
373,373,1,-265*u + 5118,9.23366620682388,1/2*sqrt(373)
374,1496,2,-174*u - 3365,8.81433040056026,sqrt(374)
377,377,2,12*u - 233,6.14418102910940,1/2*sqrt(377)
379,1516,1,-664744650125541*u - 12941197220540690,37.7923393811709,sqrt(379)
381,381,1,52*u - 1015,7.61579082937031,1/2*sqrt(381)
382,1528,1,8442054600*u + 164998439999,26.5223490368107,sqrt(382)
383,1532,1,959*u + 18768,10.5330557507435,sqrt(383)
385,385,2,4884*u - 95831,12.1634886829617,1/2*sqrt(385)
386,1544,2,-5678*u + 111555,12.3154202023454,sqrt(386)
389,389,1,-65*u + 1282,7.84932397015270,1/2*sqrt(389)
390,1560,4,-4*u + 79,5.06255497293676,sqrt(390)
391,1564,2,-371133*u + 7338680,16.5018167284659,sqrt(391)
393,393,1,-2342444*u + 46437143,18.3467573732203,1/2*sqrt(393)
394,1576,2,-19900973*u + 395023035,20.4876018181807,sqrt(394)
395,1580,2,8*u - 159,5.76204149378416,sqrt(395)
397,397,1,173/2*u - 3447/2,8.14525965067912,1/2*sqrt(397)
398,1592,1,20*u - 399,6.68210702710422,sqrt(398)
399,1596,8,u + 20,3.68825386736130,sqrt(399)
401,401,5,u - 20,3.68950386898891,1/2*sqrt(401)
402,1608,2,20*u - 401,6.68710705314619,sqrt(402)
403,1612,2,33369*u - 669878,14.1079980657940,sqrt(403)
406,1624,2,-2951352*u - 59468095,18.5940976887719,sqrt(406)
407,1628,2,132*u - 2663,8.58035573112075,sqrt(407)
409,409,1,5534176685*u - 111921796968,26.1342134035603,1/2*sqrt(409)
410,1640,4,4*u - 81,5.08755822910676,sqrt(410)
411,1644,2,2453*u + 49730,11.5075108321676,sqrt(411)
413,413,1,-3/2*u + 61/2,4.11060501081175,1/2*sqrt(413)
415,1660,2,903849*u - 18412804,17.4217040306994,sqrt(415)
417,417,1,-4178268*u + 85322647,18.9550976560249,1/2*sqrt(417)
418,1672,2,1656*u - 33857,11.1230482319856,sqrt(418)
419,1676,1,-13198911*u + 270174970,20.1077275246743,sqrt(419)
421,421,1,-21685/2*u + 444939/2,13.0056924731056,1/2*sqrt(421)
422,1688,1,-341850*u - 7022501,16.4577771609199,sqrt(422)
426,1704,2,-4300*u + 88751,12.0867371554080,sqrt(426)
427,1708,6,3*u + 62,4.82021652283912,sqrt(427)
429,429,2,-7/2*u + 145/2,4.97668617660126,1/2*sqrt(429)
430,1720,2,138030*u + 2862251,15.5602661167214,sqrt(430)
431,1724,1,-7300423*u - 151560720,19.5296440752572,sqrt(431)
433,433,1,347483377*u - 7230660684,23.3947434304149,1/2*sqrt(433)
434,1736,4,6*u + 125,5.52144491747823,sqrt(434)
435,1740,4,7*u + 146,5.67674207378272,sqrt(435)
437,437,1,1/2*u - 21/2,3.04224711209333,1/2*sqrt(437)
438,1752,4,14*u - 293,6.37331687747446,sqrt(438)
439,1756,5,21*u - 440,6.77992061614744,sqrt(439)
442,1768,8,-u + 21,3.73823603026154,sqrt(442)
443,1772,3,-21*u - 442,6.78445578297261,sqrt(443)
445,445,4,-1/2*u + 21/2,3.04678233721941,1/2*sqrt(445)
446,1784,1,5216512*u + 110166015,19.2106461938505,sqrt(446)
447,1788,2,7*u + 148,5.69034804068819,sqrt(447)
449,449,1,8941705*u - 189471332,19.7528954692805,1/2*sqrt(449)
451,1804,2,2188257*u + 46471490,18.3474967448041,sqrt(451)
453,453,1,-7/2*u + 149/2,5.00390125988576,1/2*sqrt(453)
454,1816,1,-793909098494766*u - 16916040084175685,38.0601858646794,sqrt(454)
455,1820,4,-3*u + 64,4.85196922317467,sqrt(455)
457,457,1,2764111349*u - 59089951584,25.4954739035033,1/2*sqrt(457)
458,1832,2,5*u - 107,5.36599785027488,sqrt(458)
461,461,1,17/2*u - 365/2,5.89990485959669,1/2*sqrt(461)
462,1848,4,-2*u - 43,4.45421206060271,sqrt(462)
463,1852,1,-11502891625161*u + 247512720456368,33.8356302729598,sqrt(463)
465,465,2,736*u - 15871,10.3653960030750,1/2*sqrt(465)
466,1864,2,43466808*u + 938319425,21.3527481679399,sqrt(466)
467,1868,1,75225*u - 1625626,14.9945507108927,sqrt(467)
469,469,3,3/2*u - 65/2,4.17415049943021,1/2*sqrt(469)
470,1880,2,78*u + 1691,8.12622244203006,sqrt(470)
471,1884,2,-361188*u - 7838695,16.5677301049499,sqrt(471)
473,473,3,4*u - 87,5.15902226811571,1/2*sqrt(473)
474,1896,2,8890*u + 193549,12.8664331699221,sqrt(474)
478,1912,1,73974475657896*u - 1617319577991743,35.7126937728966,sqrt(478)
479,1916,1,136591*u - 2989440,15.6037438174157,sqrt(479)
481,481,2,-43961*u + 964140,14.4721389718241,1/2*sqrt(481)
482,1928,2,22*u - 483,6.87316276257861,sqrt(482)
483,1932,4,u - 22,3.78367270432945,sqrt(483)
