d,dK,hK,fu,rK,mb
485,485,2,u - 22,3.78470576309943,1/2*sqrt(485)
487,1948,1,-2352088722477*u + 51906073840568,32.2736041094963,sqrt(487)
489,489,1,-343350596*u + 7592629975,23.4435910541649,1/2*sqrt(489)
491,1964,1,4225374483*u - 93628044170,25.9557429733145,sqrt(491)
493,493,2,-5/2*u + 111/2,4.70961135367648,1/2*sqrt(493)
494,1976,2,3286*u + 73035,11.8918412377980,sqrt(494)
497,497,1,53912*u - 1201887,14.6925505602345,1/2*sqrt(497)
498,1992,2,8056*u - 179777,12.7926196534784,sqrt(498)
499,1996,5,-201*u - 4490,9.10275514889551,sqrt(499)
501,501,1,1261/2*u - 28225/2,10.2479633877626,1/2*sqrt(501)
502,2008,1,171046278*u - 3832352837,22.7598919498376,sqrt(502)
503,2012,1,1099*u + 24648,10.8055982204249,sqrt(503)
505,505,4,-36*u + 809,7.38894571563616,1/2*sqrt(505)
506,2024,6,-2*u + 45,4.49968619067150,sqrt(506)
509,509,1,41/2*u - 925/2,6.82979490624668,1/2*sqrt(509)
510,2040,4,12*u - 271,6.29526259732918,sqrt(510)
511,2044,2,-185290497*u - 4188548960,22.8487673811986,sqrt(511)
514,2056,4,204*u - 4625,9.13237881881911,sqrt(514)
515,2060,2,767*u - 17406,10.4577174330842,sqrt(515)
517,517,1,-465/2*u + 10573/2,9.26605885178705,1/2*sqrt(517)
518,2072,2,104*u + 2367,8.46252574545250,sqrt(518)
519,2076,2,-651925*u + 14851876,17.2067839257603,sqrt(519)
521,521,1,5624309*u - 128377240,19.3636308555009,1/2*sqrt(521)
523,2092,1,3577314675*u - 81810300626,25.8208161777105,sqrt(523)
526,2104,1,3665019757324295532*u - 84056091546952933775,46.5711631869572,sqrt(526)
527,2108,2,23*u + 528,6.96224256751339,sqrt(527)
530,2120,4,-u + 23,3.82911365162088,sqrt(530)
533,533,2,-1/2*u + 23/2,3.13737923731665,1/2*sqrt(533)
534,2136,2,159194*u - 3678725,15.8112239632800,sqrt(534)
535,2140,2,69987*u - 1618804,14.9903453435068,sqrt(535)
537,537,1,8300492*u - 192349463,19.7679715759328,1/2*sqrt(537)
538,2152,2,-2977*u - 69051,11.8357478216042,sqrt(538)
541,541,1,60037/2*u - 1396425/2,14.1494259572329,1/2*sqrt(541)
542,2168,1,184408*u + 4293183,15.9656861543913,sqrt(542)
543,2172,2,-28724*u - 669337,14.1071901297577,sqrt(543)
545,545,2,84*u - 1961,8.27435694174559,1/2*sqrt(545)
546,2184,4,-30*u - 701,7.24565455884467,sqrt(546)
547,2188,1,-6848699678673*u - 160177601264642,33.4004515040231,sqrt(547)
551,2204,2,-357*u + 8380,9.72675037047606,sqrt(551)
553,553,1,26562217704*u - 624635837407,27.8535818372816,1/2*sqrt(553)
554,2216,2,-7405*u + 174293,12.7616402506273,sqrt(554)
555,2220,4,77*u + 1814,8.19643673526094,sqrt(555)
557,557,1,5*u - 118,5.46384975915282,1/2*sqrt(557)
559,2236,2,-21425556*u + 506568295,20.7363168902407,sqrt(559)
561,561,2,-22072*u + 522785,13.8600727492193,1/2*sqrt(561)
562,2248,2,9319728*u - 220938497,19.9065421071933,sqrt(562)
563,2252,1,-2871*u - 68122,11.8222026748047,sqrt(563)
565,565,2,13/2*u - 309/2,5.73335175002109,1/2*sqrt(565)
566,2264,1,-4018758*u - 95609285,19.0689276772964,sqrt(566)
569,569,1,121359005*u - 2894863832,22.4793510918465,1/2*sqrt(569)
570,2280,4,8*u - 191,5.94541375565381,sqrt(570)
571,2284,1,-7579818350628982587*u + 181124355061630786130,47.3388626943509,sqrt(571)
573,573,1,16*u - 383,6.64118046545030,1/2*sqrt(573)
574,2296,6,-24*u + 575,7.04751646521277,sqrt(574)
577,577,7,-u + 24,3.87163475638773,1/2*sqrt(577)
579,2316,4,16*u + 385,6.64638882821840,sqrt(579)
581,581,1,279/2*u - 6725/2,8.81358718235868,1/2*sqrt(581)
582,2328,4,8*u + 193,5.95583065780769,sqrt(582)
583,2332,2,349116*u - 8429543,16.6404002979179,sqrt(583)
586,2344,2,-169992665*u + 4115086707,22.8310729223733,sqrt(586)
587,2348,1,-78717*u + 1907162,15.1542740117179,sqrt(587)
589,589,1,179625/2*u - 4359377/2,15.2878397152072,1/2*sqrt(589)
590,2360,2,238*u - 5781,9.35547913016186,sqrt(590)
591,2364,2,6815*u - 165676,12.7109365334027,sqrt(591)
593,593,1,24665*u - 600632,13.9988848937260,1/2*sqrt(593)
595,2380,4,-759*u - 18514,10.5194296614577,sqrt(595)
597,597,1,399/2*u - 9749/2,9.18491998410772,1/2*sqrt(597)
598,2392,2,-64380*u - 1574351,14.9625008623882,sqrt(598)
599,2396,1,-1008658133851*u + 24686379794520,31.5304199627085,sqrt(599)
601,601,1,5689030769845*u - 139468303679532,33.2620056581662,1/2*sqrt(601)
602,2408,2,-28*u + 687,7.22548094308607,sqrt(602)
606,2424,2,-1713750*u - 42187499,18.2507816834533,sqrt(606)
607,2428,1,-6659640783*u + 164076033968,26.5167429596473,sqrt(607)
609,609,2,-24544*u + 605695,14.0072790185826,1/2*sqrt(609)
610,2440,4,2909*u + 71847,11.8754413175904,sqrt(610)
611,2444,2,-9585*u + 236926,13.0686503156299,sqrt(611)
613,613,1,-3989/2*u + 98763/2,11.5004783197710,1/2*sqrt(613)
614,2456,1,-14055888354*u - 348291186245,27.2694518894907,sqrt(614)
615,2460,4,5*u + 124,5.51341248666333,sqrt(615)
617,617,1,1650989*u - 41009716,18.2224667527640,1/2*sqrt(617)
618,2472,2,-406*u - 10093,9.91274457134466,sqrt(618)
619,2476,1,20788566180548739*u + 517213510553282930,41.4803793445200,sqrt(619)
622,2488,1,553504812*u - 13804370063,24.0413982307716,sqrt(622)
623,2492,2,-25*u + 624,7.12929690687583,sqrt(623)
626,2504,4,u + 25,3.91242276564126,sqrt(626)
627,2508,4,25*u - 626,7.13249691370253,sqrt(627)
629,629,2,-1/2*u + 25/2,3.22047199846445,1/2*sqrt(629)
631,2524,1,-1949129537575151036427*u - 48961575312998650035560,52.9384699466319,sqrt(631)
633,633,1,-17519124*u + 440772247,20.5971860338545,1/2*sqrt(633)
634,2536,2,2621173333*u - 65999458125,25.6060595492718,sqrt(634)
635,2540,2,-5*u + 126,5.52941334009990,sqrt(635)
638,2552,2,-1674*u - 42283,11.3452875734216,sqrt(638)
641,641,1,1426687145*u - 36120833468,25.0032828207612,1/2*sqrt(641)
642,2568,2,-228*u + 5777,9.35478696885029,sqrt(642)
643,2572,1,78436933185*u - 1988960193026,29.0117802825985,sqrt(643)
645,645,2,-5/2*u + 127/2,4.84412508056777,1/2*sqrt(645)
646,2584,8,12*u + 305,6.41345626970691,sqrt(646)
647,2588,1,-4725053*u - 120187368,19.2977096635887,sqrt(647)
649,649,1,44104892095380*u - 1123593226162199,35.3484553630089,1/2*sqrt(649)
651,2604,4,-68*u + 1735,8.15190978989062,sqrt(651)
653,653,1,-65/2*u + 1661/2,7.41517547207364,1/2*sqrt(653)
654,2616,2,-348634*u + 8915765,16.6964787965897,sqrt(654)
655,2620,2,28824684*u + 737709209,21.1122074597309,sqrt(655)
658,2632,4,-66*u + 1693,8.12740447547106,sqrt(658)
659,2636,3,-231*u - 5930,9.38092666544235,sqrt(659)
661,661,1,-69605/2*u + 1789539/2,14.3974686027482,1/2*sqrt(661)
662,2648,1,-66775950*u - 1718102501,21.9576335022689,sqrt(662)
663,2652,4,4*u - 103,5.32785260305885,sqrt(663)
665,665,2,532*u - 13719,10.2196841915578,1/2*sqrt(665)
667,2668,2,4147668*u - 107119097,19.1825990100732,sqrt(667)
669,669,1,11803/2*u - 305285/2,12.6290010455039,1/2*sqrt(669)
670,2680,2,-223734*u + 5791211,16.2649991619528,sqrt(670)
671,2684,2,2263*u + 58620,11.6719783947521,sqrt(671)
673,673,1,1881620424025*u - 48813455293932,32.2121742945792,1/2*sqrt(673)
674,2696,4,26*u + 675,7.20785932273518,sqrt(674)
677,677,1,u - 26,3.95161333608207,1/2*sqrt(677)
678,2712,2,26*u - 677,7.21081790801207,sqrt(678)
679,2716,2,-682818291*u - 17792625320,24.2951970810900,sqrt(679)
681,681,1,411679015748*u - 10743166003415,30.6984381282936,1/2*sqrt(681)
682,2728,2,-45870*u - 1197901,14.6892285970731,sqrt(682)
683,2732,1,6507459*u - 170067682,19.6448542257538,sqrt(683)
685,685,2,-29/2*u + 759/2,6.63200351325812,1/2*sqrt(685)
687,2748,2,-6308*u + 165337,12.7088882747632,sqrt(687)
689,689,4,4*u - 105,5.34708485420918,1/2*sqrt(689)
690,2760,4,56*u - 1471,7.98684478562607,sqrt(690)
691,2764,1,-1184549173291009383*u + 31138100617500578690,45.5781110240562,sqrt(691)
694,2776,1,-1472148590903997672114*u + 38782105445014642382885,52.7053930738080,sqrt(694)
695,2780,2,1276*u + 33639,11.1165885674680,sqrt(695)
697,697,6,-5*u + 132,5.57596345086324,1/2*sqrt(697)
698,2792,2,193*u + 5099,9.22994691123056,sqrt(698)
699,2796,2,-85899*u + 2271050,15.3289000181379,sqrt(699)
701,701,1,445*u - 11782,10.0674754044425,1/2*sqrt(701)
703,2812,2,43719*u - 1159172,14.6563636956673,sqrt(703)
705,705,2,-8932*u + 237161,13.0696416949306,1/2*sqrt(705)
706,2824,4,1302*u - 34595,11.1446116222840,sqrt(706)
707,2828,2,-95*u + 2526,8.52753944428958,sqrt(707)
709,709,1,685217*u - 18245310,17.4125657992247,1/2*sqrt(709)
710,2840,2,-48*u - 1279,7.84698082931216,sqrt(710)
713,713,1,-197976*u + 5286367,16.1737889809758,1/2*sqrt(713)
714,2856,4,154*u + 4115,9.01554127890724,sqrt(714)
715,2860,4,-2829*u - 75646,11.9269670232522,sqrt(715)
717,717,1,9/2*u - 241/2,5.48477971571157,1/2*sqrt(717)
718,2872,1,-333391496474140716*u + 8933399183036079503,44.3294758245097,sqrt(718)
719,2876,1,15047276489*u + 403480310400,27.4165407069997,sqrt(719)
721,721,1,693898530122112*u - 18632176943292415,38.1568136047493,1/2*sqrt(721)
723,2892,4,-9*u - 242,6.18208063785520,sqrt(723)
727,2908,5,-27*u + 728,7.28344775704394,sqrt(727)
730,2920,12,-u + 27,3.98932680581955,sqrt(730)
731,2924,4,-27*u + 730,7.28619124557088,sqrt(731)
733,733,3,1/2*u - 27/2,3.29720579417523,1/2*sqrt(733)
734,2936,1,-383656*u - 10394175,16.8499032916053,sqrt(734)
737,737,1,9318468*u - 252975383,20.0419499221225,1/2*sqrt(737)
739,2956,1,-3605564376516452758671*u + 98015661073616742153890,53.6325614062114,sqrt(739)
741,741,2,9/2*u - 245/2,5.50124155040328,1/2*sqrt(741)
742,2968,2,9658380*u + 263091151,20.0811582924055,sqrt(742)
743,2972,1,-26195*u + 714024,14.1718190347616,sqrt(743)
745,745,2,-467820*u + 12769001,17.0556781752814,1/2*sqrt(745)
746,2984,2,-202645*u - 5534843,16.2197209393322,sqrt(746)
749,749,1,473/2*u - 12945/2,9.46846488621809,1/2*sqrt(749)
751,3004,1,-266136970677206024456793*u - 7293318466794882424418960,57.9421480629270,sqrt(751)
753,753,1,11243313484*u - 308526027863,27.1482192263788,1/2*sqrt(753)
754,3016,4,-745*u - 20457,10.6192275823461,sqrt(754)
755,3020,2,-44*u - 1209,7.79069586013874,sqrt(755)
757,757,1,49769*u - 1369326,14.8229763865041,1/2*sqrt(757)
758,3032,1,-15035694*u + 413959717,20.5344264056830,sqrt(758)
759,3036,4,-20*u + 551,7.00488116626264,sqrt(759)
761,761,3,29*u - 800,7.37775929885264,1/2*sqrt(761)
762,3048,2,-230*u - 6349,9.44919977352843,sqrt(762)
763,3052,2,26055780*u - 719724601,21.0875263787520,sqrt(763)
766,3064,1,-5272795728865625208*u + 145933611945744638015,47.1228306600476,sqrt(766)
767,3068,2,1127*u - 31212,11.0417050955400,sqrt(767)
769,769,1,-590222604844777*u + 16367374077549540,38.0272135433298,1/2*sqrt(769)
770,3080,4,-4*u + 111,5.40265709069386,sqrt(770)
771,3084,2,107651137*u + 2989136930,22.5113977110670,sqrt(771)
773,773,1,-5/2*u + 139/2,4.93452568626838,1/2*sqrt(773)
777,777,4,8*u - 223,6.10031392473447,1/2*sqrt(777)
778,3112,2,-1957873*u - 54610269,18.5088796805139,sqrt(778)
779,3116,2,422259*u + 11785490,16.9755268523254,sqrt(779)
781,781,1,2419140*u - 67606199,18.7223574185523,1/2*sqrt(781)
782,3128,2,28*u - 783,7.35627946877936,sqrt(782)
785,785,6,-u + 28,4.02567041586982,1/2*sqrt(785)
786,3144,6,28*u - 785,7.35883049264614,sqrt(786)
787,3148,1,-1234262007*u - 34625394242,24.9610003679996,sqrt(787)
789,789,1,-1133/2*u + 31825/2,10.3680074224383,1/2*sqrt(789)
790,3160,2,235389096*u + 6616066879,23.3059140838526,sqrt(790)
791,3164,4,8*u + 225,6.10924264445618,sqrt(791)
793,793,4,-156*u + 4393,9.08091481158132,1/2*sqrt(793)
794,3176,2,1073*u - 30235,11.0099026535407,sqrt(794)
795,3180,4,235*u + 6626,9.49190375772553,sqrt(795)
797,797,1,-13/2*u + 367/2,5.90536927248317,1/2*sqrt(797)
798,3192,4,4*u + 113,5.42051542003019,sqrt(798)
799,3196,8,-15*u - 424,6.74287924516956,sqrt(799)
802,3208,2,-10434330*u + 295496099,20.1973133739296,sqrt(802)
803,3212,2,255*u - 7226,9.57858808747964,sqrt(803)
805,805,2,51/2*u - 1447/2,7.27724724903266,1/2*sqrt(805)
806,3224,2,217202*u - 6166395,16.3277721269159,sqrt(806)
807,3228,2,-1824923*u - 51841948,18.4568573670227,sqrt(807)
809,809,1,15253424933*u - 433852026040,27.4891165396439,1/2*sqrt(809)
811,3244,1,48531117622921197*u - 1382072163578616410,42.4632627952068,sqrt(811)
813,813,1,-76*u + 2167,8.37424612885824,1/2*sqrt(813)
814,3256,2,-147454999410*u - 4206992174549,29.7609162409927,sqrt(814)
815,3260,2,-5487*u + 156644,12.6548781742495,sqrt(815)
817,817,5,-12*u + 343,6.53087550275417,1/2*sqrt(817)
818,3272,4,5*u + 143,5.65600403613236,sqrt(818)
821,821,1,-565/2*u + 16189/2,9.69208728205708,1/2*sqrt(821)
822,3288,2,-258*u + 7397,9.60197696757873,sqrt(822)
823,3292,1,-8197527430497636651*u - 235170474903644006168,47.5999895307252,sqrt(823)
826,3304,2,-7732694382*u - 222239304685,26.8201677678403,sqrt(826)
827,3308,1,-31317*u - 900602,14.4039658881485,sqrt(827)
829,829,1,537965*u - 15489282,17.2488060393932,1/2*sqrt(829)
830,3320,2,-5082*u - 146411,12.5873201948470,sqrt(830)
831,3324,2,339948*u + 9799705,16.7910100217068,sqrt(831)
834,3336,2,226897244*u - 6552578705,23.2962716850957,sqrt(834)
835,3340,2,1188258591*u - 34336355806,24.9526177463777,sqrt(835)
838,3352,1,1454762046*u + 42112785797,25.1567644127283,sqrt(838)
839,3356,3,-29*u + 840,7.42654871808873,sqrt(839)
842,3368,6,-u - 29,4.06074014324457,sqrt(842)
843,3372,2,-29*u + 842,7.42892684217487,sqrt(843)
849,849,1,51536656330476*u - 1501654712948695,35.6384912175306,1/2*sqrt(849)
851,3404,2,-288585*u + 8418574,16.6390981937658,sqrt(851)
853,853,1,-941/2*u + 27483/2,10.2213229120073,1/2*sqrt(853)
854,3416,2,44290*u - 1294299,14.7666269743716,sqrt(854)
857,857,1,-277325*u + 8118568,16.6028115224657,1/2*sqrt(857)
858,3432,4,-24*u + 703,7.24850356651137,sqrt(858)
859,3436,1,70246877103894937291269*u + 2058844771979643060124010,56.6773344476157,sqrt(859)
861,861,2,35/2*u - 1027/2,6.93439626181637,1/2*sqrt(861)
862,3448,1,-12194296994921665128*u + 358022566147312125503,48.0202748727980,sqrt(862)
863,3452,1,630565199*u + 18524026608,24.3354816425307,sqrt(863)
865,865,2,11844089*u - 348345108,20.3618514165545,1/2*sqrt(865)
866,3464,2,1442*u - 42435,11.3488759528249,sqrt(866)
869,869,1,-1675/2*u + 49377/2,10.8072400073020,1/2*sqrt(869)
870,3480,8,2*u + 59,4.77061279828462,sqrt(870)
871,3484,2,658794555*u - 19442812076,24.3838904601925,sqrt(871)
874,3496,6,-126*u + 3725,8.91596929335640,sqrt(874)
877,877,1,-8149*u + 241326,13.0870511760620,1/2*sqrt(877)
878,3512,1,314356*u - 9314703,16.7402518580115,sqrt(878)
879,3516,2,3617295*u + 107245324,19.1837766963143,sqrt(879)
881,881,1,-3581882825*u + 106316171432,26.0828304214059,1/2*sqrt(881)
883,3532,1,1173754162936357802169*u - 34878475759617272473442,52.5993040319686,sqrt(883)
885,885,2,-4*u + 119,5.47225301908348,1/2*sqrt(885)
886,3544,1,260148796464024194850378*u - 7743524593057655851637765,58.0020463701476,sqrt(886)
887,3548,1,15755*u + 469224,13.7519827259072,sqrt(887)
889,889,1,-443786188413453504*u + 13231974717803657215,44.7223150820463,1/2*sqrt(889)
890,3560,4,-6*u + 179,5.88052518380634,sqrt(890)
893,893,1,77/2*u - 2301/2,7.74109890116367,1/2*sqrt(893)
894,3576,6,10*u + 299,6.39358795754960,sqrt(894)
895,3580,6,12*u + 359,6.57646762926868,sqrt(895)
897,897,4,-20*u + 599,7.08840808190961,1/2*sqrt(897)
898,3592,6,-30*u + 899,7.49442990570243,sqrt(898)
899,3596,6,u - 30,4.09406666863209,sqrt(899)
901,901,4,u - 30,4.09462222433053,1/2*sqrt(901)
902,3608,2,-30*u - 901,7.49665213021090,sqrt(902)
903,3612,4,20*u - 601,7.09174142295903,sqrt(903)
905,905,4,-12*u + 361,6.58202322054721,1/2*sqrt(905)
906,3624,6,10*u - 301,6.40025468594596,sqrt(906)
907,3628,1,4111488857741309517*u + 123823410343073497682,46.9585352949127,sqrt(907)
910,3640,8,-6*u - 181,5.89163658071373,sqrt(910)
911,3644,1,-12319363142953*u - 371832584927520,34.2426120089456,sqrt(911)
913,913,1,17068312251564*u - 515734243080407,34.5697598965052,1/2*sqrt(913)
914,3656,4,185*u + 5593,9.32241828337344,sqrt(914)
915,3660,4,-4*u + 121,5.48892065038294,sqrt(915)
917,917,1,-39/2*u + 1181/2,7.07411609922788,1/2*sqrt(917)
919,3676,1,-147834442396536759781499589*u + 4481603010937119451551263720,64.3629254887669,sqrt(919)
921,921,1,-83104627139412*u + 2522057712835735,36.1569986965088,1/2*sqrt(921)
922,3688,2,-13808525*u - 419288307,20.5472165053576,sqrt(922)
923,3692,2,-21*u - 638,7.15148484971995,sqrt(923)
926,3704,1,10008472361032*u - 304560297142335,34.0430373842069,sqrt(926)
929,929,1,-2667927065*u + 81317086468,25.8147691776365,1/2*sqrt(929)
930,3720,4,2*u - 61,4.80395385172100,sqrt(930)
933,933,1,2464*u - 75263,11.9218911056812,1/2*sqrt(933)
934,3736,3,-99294*u - 3034565,15.6187258249214,sqrt(934)
935,3740,4,45*u + 1376,7.92008306701393,sqrt(935)
937,937,1,-16015008052621*u + 490226695010796,34.5190362234861,1/2*sqrt(937)
938,3752,2,-560*u + 17151,10.4429589396421,sqrt(938)
939,3756,4,4004*u + 122695,12.4106040606158,sqrt(939)
941,941,1,-37/2*u + 1135/2,7.03438870617651,1/2*sqrt(941)
942,3768,2,-3458*u - 106133,12.2655954841136,sqrt(942)
943,3772,4,24*u - 737,7.29573461248706,sqrt(943)
946,3784,2,-1470417148788*u - 45225786400145,32.1358357162344,sqrt(946)
947,3788,1,-439004487*u - 13509645362,24.0198169190969,sqrt(947)
949,949,2,1061/2*u - 32685/2,10.3946715369829,1/2*sqrt(949)
951,3804,2,7270445*u - 224208076,19.9212322699230,sqrt(951)
953,953,1,-88979677*u + 2746864744,22.4268731856934,1/2*sqrt(953)
955,3820,2,67800900*u + 2095256249,22.1560888779591,sqrt(955)
957,957,2,-1/2*u + 31/2,3.43294499377406,1/2*sqrt(957)
958,3832,1,-541572514048560*u - 16762522330425599,38.0510691562431,sqrt(958)
959,3836,4,-31*u - 960,7.56008019375436,sqrt(959)
962,3848,4,-u - 31,4.12739442927166,sqrt(962)
965,965,2,1/2*u - 31/2,3.43502616673848,1/2*sqrt(965)
966,3864,4,-1850*u - 57499,11.6526700158142,sqrt(966)
967,3868,1,149518887194649693*u - 4649532557817485528,43.6764455437985,sqrt(967)
969,969,2,-436540*u + 13588951,17.1179147745984,1/2*sqrt(969)
970,3880,4,10537*u + 328173,13.3944433679059,sqrt(970)
971,3884,1,-400496058813*u + 12479806786330,30.8482801774453,sqrt(971)
973,973,1,-28956*u + 903223,14.4068719370663,1/2*sqrt(973)
974,3896,1,15662987185124*u + 488825745235215,34.5161743732437,sqrt(974)
977,977,1,-236003105*u + 7376748868,23.4147460262643,1/2*sqrt(977)
978,3912,2,3784*u + 118337,12.3744389457670,sqrt(978)
979,3916,4,-11520*u + 360449,13.4882529360770,sqrt(979)
982,3928,5,282*u - 8837,9.77984990887662,sqrt(982)
983,3932,1,-9061*u - 284088,13.2501865088587,sqrt(983)
985,985,6,13*u - 408,6.70441585678694,1/2*sqrt(985)
986,3944,4,5*u + 157,5.74940312815324,sqrt(986)
987,3948,4,-12*u + 377,6.62539060903787,sqrt(987)
989,989,1,3283/2*u - 103245/2,11.5448600834068,1/2*sqrt(989)
991,3964,1,12055735790331359447442538767*u - 379516400906811930638014896080,68.8018425044468,sqrt(991)
993,993,3,-84*u + 2647,8.57432934710645,1/2*sqrt(993)
994,3976,8,-36*u + 1135,7.72753491640991,sqrt(994)
995,3980,2,280120*u + 8835999,16.6874919109087,sqrt(995)
997,997,1,2689*u - 84906,12.0424472217751,1/2*sqrt(997)
998,3992,1,31150410*u + 984076901,21.4003617839456,sqrt(998)
1001,1001,2,-33532*u + 1060905,14.5677800559755,1/2*sqrt(1001)
1002,4008,2,-6535248*u + 206869247,19.8407446752054,sqrt(1002)
1003,4012,4,-285*u + 9026,9.80101175787823,sqrt(1003)
1005,1005,2,-57/2*u + 1807/2,7.49942298433673,1/2*sqrt(1005)
1006,4024,1,-445346140255574921748*u - 14125267563780214605455,51.6953993528565,sqrt(1006)
1007,4028,2,-15*u + 476,6.85856393140701,sqrt(1007)
1009,1009,7,-17*u + 540,6.98471717745598,1/2*sqrt(1009)
1010,4040,4,-41*u - 1303,7.86557190493336,sqrt(1010)
1011,4044,4,-265*u - 8426,9.73222461957766,sqrt(1011)
1013,1013,1,-29/2*u + 923/2,6.82763040830752,1/2*sqrt(1013)
1015,4060,4,11076*u - 352871,13.4670050105907,sqrt(1015)
1018,4072,2,-2728333*u - 87050499,18.9751461370597,sqrt(1018)
1019,4076,1,-190776436539*u - 6089923321730,30.1308037872821,sqrt(1019)
1021,1021,1,2683493/2*u - 85745895/2,18.2668987711443,1/2*sqrt(1021)
1022,4088,2,32*u - 1023,7.62364170762656,sqrt(1022)
1023,4092,8,u - 32,4.15863885327917,sqrt(1023)
1027,4108,2,-4154868*u - 133150393,19.4001370023382,sqrt(1027)
1030,4120,2,-27553987434*u + 884307011291,28.2012173176906,sqrt(1030)
1031,4124,1,-20297537082877*u - 651737448664200,34.8038100912175,sqrt(1031)
1033,1033,1,5813893046024093*u - 186860367596174196,40.4622852160612,1/2*sqrt(1033)
1034,4136,2,494*u - 15885,10.3662777262728,sqrt(1034)
1037,1037,2,-5/2*u + 161/2,5.08144294151071,1/2*sqrt(1037)
1038,4152,2,-478126*u - 15404267,17.2433022874869,sqrt(1038)
1039,4156,1,15300674275156671864306921*u + 493194634979076339348637520,62.1560933056657,sqrt(1039)
1041,1041,1,23893687943492*u - 770918649927575,34.9717511520694,1/2*sqrt(1041)
1042,4168,4,25*u + 807,7.38647123270742,sqrt(1042)
1043,4172,2,-17864*u + 576927,13.9586182015811,sqrt(1043)
1045,1045,4,3/2*u - 97/2,4.57460468033572,1/2*sqrt(1045)
1046,4184,1,-123277842162*u + 3987042510565,29.7072180271246,sqrt(1046)
1047,4188,2,4228*u - 136807,12.5194736329987,sqrt(1047)
1049,1049,1,-47435409493*u + 1536350825620,28.7535783072305,1/2*sqrt(1049)
1051,4204,1,29469722410666558657086507*u + 955382766460015065912973250,62.8173014751738,sqrt(1051)
1054,4216,2,-103358645005416*u + 3355576256056895,36.4425470915198,sqrt(1054)
1055,4220,2,-52*u + 1689,8.12503900973210,sqrt(1055)
1057,1057,1,-7370840200132992*u + 239637339568529407,40.7110502708409,1/2*sqrt(1057)
1059,4236,2,183868081*u + 5983486610,23.2054164607146,sqrt(1059)
1061,1061,1,8117/2*u - 264395/2,12.4851994760539,1/2*sqrt(1061)
1063,4252,1,53531527412685*u + 1745324831097224,35.7888642634272,sqrt(1063)
1065,1065,2,-2533160*u + 82667999,18.9234903128267,1/2*sqrt(1065)
1066,4264,4,-105205*u - 3434907,15.7426475895962,sqrt(1066)
1067,4268,4,3*u - 98,5.27808862739356,sqrt(1067)
1069,1069,1,3267185/2*u - 106822461/2,18.4866787713673,1/2*sqrt(1069)
1070,4280,2,90138*u + 2948491,15.5899512525784,sqrt(1070)
1073,1073,2,-1385*u + 45368,11.4157094703753,1/2*sqrt(1073)
1074,4296,2,-106476*u + 3489425,15.7583947047177,sqrt(1074)
1077,1077,1,11/2*u - 361/2,5.88887028488416,1/2*sqrt(1077)
1079,4316,2,-5497325*u - 180576876,19.7048143314422,sqrt(1079)
1081,1081,1,8918122218728007648*u - 293215056101715119615,47.8205851741077,1/2*sqrt(1081)
1082,4328,2,-38369*u + 1262101,14.7414355311368,sqrt(1082)
1085,1085,2,-1/2*u + 33/2,3.49558802039392,1/2*sqrt(1085)
1086,4344,6,-22*u + 725,7.27931835979002,sqrt(1086)
1087,4348,7,-33*u - 1088,7.68524339678145,sqrt(1087)
1090,4360,12,-u - 33,4.18988423142563,sqrt(1090)
1091,4364,3,-33*u + 1090,7.68707994536307,sqrt(1091)
1093,1093,5,-1/2*u + 33/2,3.49742457284713,1/2*sqrt(1093)
1094,4376,1,450438047467914*u - 14898540581538085,37.9331868360771,sqrt(1094)
1095,4380,4,11*u + 364,6.59029916134193,sqrt(1095)
1097,1097,1,-634621*u + 21019276,17.5540976599926,1/2*sqrt(1097)
1099,4396,2,48057545715*u + 1593163815326,28.7898901566089,sqrt(1099)
1101,1101,3,-11/2*u + 365/2,5.89988984739927,1/2*sqrt(1101)
1102,4408,2,342882*u + 11382443,16.9407298190512,sqrt(1102)
1103,4412,1,70645611145*u + 2346242745024,29.1769835132442,sqrt(1103)
1105,1105,4,857*u - 28488,10.9503854058256,1/2*sqrt(1105)
1106,4424,4,152*u + 5055,9.22128030223094,sqrt(1106)
1109,1109,1,-3209/2*u + 106865/2,11.5793216346975,1/2*sqrt(1109)
1110,4440,4,60*u + 1999,8.29354945249779,sqrt(1110)
1111,4444,10,-3*u - 100,5.29829236561048,sqrt(1111)
1113,1113,2,21056*u - 702463,14.1554951903233,1/2*sqrt(1113)
1114,4456,2,-183115747156745*u - 6111788103202293,37.0421429577552,sqrt(1114)
1115,4460,2,136565*u + 4560126,16.0260079932477,sqrt(1115)
1117,1117,1,223945/2*u - 7484589/2,15.8283566645086,1/2*sqrt(1117)
1118,4472,2,126*u - 4213,9.03907742845395,sqrt(1118)
1119,4476,2,-946364*u + 31657255,17.9636250867545,sqrt(1119)
1121,1121,1,-4539397558620*u + 151985104364951,33.3479508149337,1/2*sqrt(1121)
1122,4488,8,2*u + 67,4.89778410360719,sqrt(1122)
1123,4492,1,492571123214799*u - 16506645562632482,38.0356866366622,sqrt(1123)
1126,4504,5,-2718*u + 91205,12.1140121796509,sqrt(1126)
1129,1129,9,5*u - 168,5.81712001755527,1/2*sqrt(1129)
1130,4520,4,-13*u - 437,6.77308168476596,sqrt(1130)
1131,4524,4,10948*u + 368185,13.5094879887804,sqrt(1131)
1133,1133,1,-3/2*u + 101/2,4.61502247281847,1/2*sqrt(1133)
