d,dK,hK,fu,rK,mb
8923,35692,1,-2306039931570403520121232725*u + 217832296368544247445894480626,68.2466701754254,sqrt(8923)
8926,35704,1,88983698098445755731003138694260408563192610081550228288696599648955443986016315582606103632*u + 8406958276003258133928411815605302405564453099091394861392838552735211313825052649261832939775,216.962620558140,sqrt(8926)
8927,35708,2,35682668043535*u + 3371398483425024,36.4472512139992,sqrt(8927)
8929,8929,1,-72740155422803236148476533340361284629139958729115264517254466910549305*u - 6873463584934880255482085326995182530812107628925510339246820501060380332,168.406942016154,1/2*sqrt(8929)
8930,35720,12,2*u + 189,5.93488719686187,sqrt(8930)
8931,35724,8,252*u + 23815,10.7712180933541,sqrt(8931)
8933,8933,1,29577976261/2*u - 2795549090917/2,28.6590496579518,1/2*sqrt(8933)
8934,35736,4,-5894953398840*u - 557190047275201,34.6470746762016,sqrt(8934)
8935,35740,2,-1408727804215528218340303419*u + 133160177326463067072294486244,67.7544974357848,sqrt(8935)
8938,35752,4,21350717*u - 2018518059,22.1187766255198,sqrt(8938)
8939,35756,2,-8709033224995*u - 823406737028574,35.0376185877541,sqrt(8939)
8941,8941,1,-43919769023056341140978910584537/2*u + 4152915503450111811222946471408635/2,77.4091186873386,1/2*sqrt(8941)
8942,35768,4,-2848*u - 269313,13.1967767314922,sqrt(8942)
8943,35772,4,-21351089*u - 2019117748,22.1190736750969,sqrt(8943)
8945,8945,4,6121*u - 578912,13.9620529393817,1/2*sqrt(8945)
8947,35788,2,75341944525399123497322170272120985*u - 7126487759601980099581887655490263726,85.5500290410681,sqrt(8947)
8949,8949,4,5/2*u - 473/2,6.15909091876872,1/2*sqrt(8949)
8951,35804,1,212276892367083405472456757*u - 20083458338259835855704311160,65.8628411993942,sqrt(8951)
8953,8953,1,177928743505470010558320802512534541221083128174776*u - 16835669987082265427216548346262224293021235821056223,120.948486772350,1/2*sqrt(8953)
8958,35832,2,15229827406386883854*u - 1441453080906974006027,49.4130858222030,sqrt(8958)
8961,8961,2,371146213932187840188545672*u - 35133650224154682798684302815,66.4221040584605,1/2*sqrt(8961)
8962,35848,8,852*u - 80657,11.9911080551007,sqrt(8962)
8963,35852,1,101319908568006927991359*u - 9592272049248346343573602,58.2161471918385,sqrt(8963)
8965,8965,2,-8590401/2*u + 813370813/2,20.5166976680791,1/2*sqrt(8965)
8966,35864,1,49013149355670492901641797612016531636558*u - 4641004359868613907564478637592731569657925,98.9366518859929,sqrt(8966)
8969,8969,1,-3602762116487871545232934584546338218158661277*u + 341198881989805916302691699559788356211121898220,110.141941904204,1/2*sqrt(8969)
8970,35880,8,-238*u + 22541,10.7162383322499,sqrt(8970)
8971,35884,1,33018534518036151079807200175337853263837779473285626459436730786843964697619437*u - 3127362484656816950125337271822321590719134286747248045136224834054733156218215330,188.342729705736,sqrt(8971)
8974,35896,8,5593871340*u + 529914137201,27.6891280056471,sqrt(8974)
8977,8977,1,-631705777232948568998552741563813187616830202360*u - 59852247247355672365719668749514197432183670288351,115.309110623566,1/2*sqrt(8977)
8979,35916,8,103191*u + 9778130,16.7888059977447,sqrt(8979)
8981,8981,1,-15653043029/2*u + 1483409743545/2,28.0253644346141,1/2*sqrt(8981)
8983,35932,2,1469445086666280869647971*u - 139272079735612093757995052,60.8916188404905,sqrt(8983)
8985,8985,2,266034503606721728387848*u - 25217208382904607394080479,59.1827160462207,1/2*sqrt(8985)
8986,35944,2,63644716157685553834658127445*u - 6033169975610181034215152015907,71.5679725437527,sqrt(8986)
8987,35948,8,-5*u + 474,6.85435338953975,sqrt(8987)
8989,8989,2,95763279569/2*u - 9079348807125/2,29.8370235886930,1/2*sqrt(8989)
8990,35960,4,-130002*u + 12326219,17.0203863582275,sqrt(8990)
8994,35976,2,-216786645199000930691664*u + 20559330415471166175111425,58.9785042851328,sqrt(8994)
8995,35980,4,-7001971098399855*u - 664080759673947874,41.7303273435662,sqrt(8995)
8997,8997,1,-24502350963629/2*u + 2324109663741241/2,35.3821134202833,1/2*sqrt(8997)
8998,35992,2,178703741222532450*u - 16951441652205122501,44.9700317378898,sqrt(8998)
8999,35996,3,901387368933299*u - 85508363337533160,39.6805377634428,sqrt(8999)
9001,9001,1,-309722271355344700885435418592835727897510979705380767376055343949*u + 29384466921266370037322991640236833565466451463888089268841990011060,156.044229516882,1/2*sqrt(9001)
9002,36008,2,-553724261298*u - 52536732283853,32.2856808839859,sqrt(9002)
9003,36012,4,253484909*u + 24051697562,24.5966185962657,sqrt(9003)
9005,9005,2,-19/2*u + 1803/2,7.49720691558744,1/2*sqrt(9005)
9006,36024,20,10*u - 949,7.54855570157735,sqrt(9006)
9007,36028,1,675933155113774891644407319428556153*u + 64149582002144305857124164253731109808,87.7474281034413,sqrt(9007)
9010,36040,8,504355501*u - 47873938497,25.2849842923749,sqrt(9010)
9011,36044,1,2959442673451863506934007766753927677065303*u - 280928905147446773041667882041849226427455530,103.039822717039,sqrt(9011)
9013,9013,1,-308687665686237339625/2*u + 29305825692098707736511/2,51.7320732782160,1/2*sqrt(9013)
9014,36056,1,53555985969485940409515755015346*u - 5084717112026810384813527464062245,78.3046946454633,sqrt(9014)
9015,36060,8,-19*u - 1804,8.19090880436381,sqrt(9015)
9017,9017,1,-521754229434771234401192*u + 49544678326622621605094367,59.8580642673571,1/2*sqrt(9017)
9019,36076,2,-26436810943837050700606778082313611*u + 2510662054201314751295235996221511190,84.5067570133231,sqrt(9019)
9021,9021,8,1/2*u - 95/2,4.55376606985584,1/2*sqrt(9021)
9022,36088,2,-4537839312076580622*u + 431023078597582635893,48.2058404897531,sqrt(9022)
9023,36092,8,-95*u - 9024,9.80079015122776,sqrt(9023)
9026,36104,16,u + 95,5.24705177184058,sqrt(9026)
9029,9029,7,-1/2*u + 95/2,4.55398767651311,1/2*sqrt(9029)
9030,36120,8,38*u - 3611,8.88488718266463,sqrt(9030)
9031,36124,2,1643386217643155840214667359173081835963137043723*u + 156173578460397153055749671587288132542010889205940,116.268199715390,sqrt(9031)
9033,9033,1,-908408358394131804*u + 86337034347999835223,46.5979374954611,1/2*sqrt(9033)
9034,36136,6,-217934286428833*u + 20714077841411235,38.2627371335433,sqrt(9034)
9035,36140,8,-19*u + 1806,8.19201683788822,sqrt(9035)
9037,9037,1,-13141058829/2*u + 1249230274661/2,27.8535486973010,1/2*sqrt(9037)
9038,36152,1,-8912883946423875211676*u + 847333584363912643392783,55.7895285927757,sqrt(9038)
9039,36156,4,-1948809759304*u + 185280467997215,33.5460390167616,sqrt(9039)
9041,9041,1,-2006729704253042700802302915031513223905*u - 190808234837301321572271806857156957818532,95.7452347249352,1/2*sqrt(9041)
9042,36168,4,-1438608*u + 136796417,19.4271515518492,sqrt(9042)
9043,36172,1,-889068402772249488424830285872759539610216260665*u + 84545683840978739384400273277544534884255192470026,115.654523669717,sqrt(9043)
9046,36184,1,2523641492907273141666863705738570492343759776998792971799800869482978012639609651230162*u - 240024708553528969195337916418863338146751949587463025938529913115640552749308717163302885,206.498792141391,sqrt(9046)
9047,36188,2,10771341588*u + 1024523899687,28.3483963130606,sqrt(9047)
9049,9049,7,11500205*u - 1093971168,21.5062273664971,1/2*sqrt(9049)
9051,36204,4,13123930427157*u - 1248568005258190,35.4539208742949,sqrt(9051)
9053,9053,1,-9221393373/2*u + 877390260221/2,27.5002177248886,1/2*sqrt(9053)
9055,36220,2,-15592529755029386086931066218068*u + 1483750262538198213285963896740889,77.0730280932475,sqrt(9055)
9057,9057,1,-1181071058786460140976848688685796900*u - 112400491802052179298315391073839353751,88.3082788412587,1/2*sqrt(9057)
9058,36232,4,-17559314586*u - 1671181878563,28.8376993843217,sqrt(9058)
9059,36236,1,-2873605962195725402739521607990369*u + 273506307232636647545847190553836250,82.2897799321392,sqrt(9059)
9061,9061,4,5917/2*u - 563235/2,13.2414522267846,1/2*sqrt(9061)
9062,36248,6,-10728*u - 1021247,14.5296821681352,sqrt(9062)
9066,36264,2,-187043637243603529037020*u + 17809461849456587328251951,58.8349192930609,sqrt(9066)
9067,36268,1,-12278793674630826000815467289121177493447584983238195*u - 1169196508206539318045277504684996650460861963748956026,125.189058970008,sqrt(9067)
9069,9069,1,28558655563848785647/2*u - 2719677820672214262505/2,49.3548003778850,1/2*sqrt(9069)
9070,36280,2,109792024844751656504541381437178*u + 10456213400938258613848342542410891,79.0256516349012,sqrt(9070)
9071,36284,2,1231569652106087*u + 117296907471022320,39.9966319665116,sqrt(9071)
9073,9073,3,-1233259594210638876*u + 117470808603513605143,46.9058687197544,1/2*sqrt(9073)
9074,36296,4,-11323131157*u - 1078613682895,28.3998448861208,sqrt(9074)
9077,9077,2,-161/2*u + 15339/2,9.63815387949794,1/2*sqrt(9077)
9078,36312,4,-4569654*u + 435389957,20.5848998209126,sqrt(9078)
9079,36316,4,-2279616137316437109*u + 217210457691542063960,47.5205455891046,sqrt(9079)
9082,36328,2,21476570936149962*u - 2046707069101907597,42.8559110483524,sqrt(9082)
9083,36332,2,-263638563464*u - 25126013781663,31.5480720115726,sqrt(9083)
9085,9085,2,-20424*u + 1946719,15.1748031298965,1/2*sqrt(9085)
9086,36344,12,-78*u - 7435,9.60710103493171,sqrt(9086)
9087,36348,12,132*u + 12583,10.1332491545730,sqrt(9087)
9089,9089,4,2997097*u - 285731980,20.1637119770934,1/2*sqrt(9089)
9091,36364,1,-117467506353600051516637202442967875470045730004968347060336814269122743114372347587167*u - 11200143276309036818809232121055429827148815550306865206323196131670188145446568520932370,203.433976841789,sqrt(9091)
9093,9093,2,-12460*u + 1188151,14.6810560557645,1/2*sqrt(9093)
9094,36376,3,1135273552784213081356914*u - 108262486044746017630455365,60.6397481171722,sqrt(9094)
9095,36380,4,-278973*u + 26605016,17.7897575079631,sqrt(9095)
9097,9097,1,70027030273410247727899702179540900514499442073311909657688452*u - 6679051718784831360454427626790258791812765141406430473406564567,147.654984058391,1/2*sqrt(9097)
9098,36392,2,-218054924485*u - 20798828090507,31.3590649398060,sqrt(9098)
9101,9101,7,5/2*u - 477/2,6.16751209581522,1/2*sqrt(9101)
9102,36408,4,77914478*u + 7433384213,23.4223942520791,sqrt(9102)
9103,36412,1,-18114006647283718226567570715136551913578825501399*u + 1728250909663520461199478640464664637471558766700448,118.672096785449,sqrt(9103)
9105,9105,2,43870377208404*u - 4186116818400041,36.6636971060329,1/2*sqrt(9105)
9106,36424,4,-731842132644389*u - 69836301535629855,39.4780775293516,sqrt(9106)
9107,36428,2,420685705*u - 40146290526,25.1089430632448,sqrt(9107)
9109,9109,1,149892735017204636479857799417*u - 14305924709281590481348512639330,72.4313737371767,1/2*sqrt(9109)
9110,36440,2,28311802055244*u + 2702257318512719,36.2260110430845,sqrt(9110)
9111,36444,2,-643618462895962748311577541941772*u + 61434385295099179903731265012763815,80.7964249488561,sqrt(9111)
9113,9113,2,-32446546924*u + 3097413376617,29.4547356650389,1/2*sqrt(9113)
9115,36460,2,12684336294479445354101211*u - 1211005412710716790006295446,63.0543956255809,sqrt(9115)
9118,36472,4,-13498005384*u + 1288900496447,28.5779578230881,sqrt(9118)
9119,36476,2,5314211220*u - 507472391449,27.6458553258568,sqrt(9119)
9121,9121,1,-199992971975690633173946046932679821008042375794900184039185567312288*u + 19100114120251334391453369938121739541965607615782071039847775734754815,162.521212907066,1/2*sqrt(9121)
9122,36488,2,-9388954681173382*u + 896731192379730723,42.0306797185711,sqrt(9122)
9123,36492,2,-15962464542307130895*u + 1524645172528426150226,49.4691958426697,sqrt(9123)
9127,36508,1,-30061893934883309249839054034983831216334112270963*u + 2871973071056288844711536689861595599063199885974808,119.179986198025,sqrt(9127)
9129,9129,2,-884728577735400511989341340*u + 84532100216504153385338803799,67.3000760378436,1/2*sqrt(9129)
9130,36520,4,1148065305532298928*u - 109698826451573510911,46.8374175238789,sqrt(9130)
9131,36524,2,2021197516931212248*u - 193138087863996644255,47.4030842686836,sqrt(9131)
9133,9133,3,3649/2*u - 348723/2,12.7620331897741,1/2*sqrt(9133)
9134,36536,1,-12407200421159055187928228581474156*u - 1185780492335851084418643417976241295,83.7566117294438,sqrt(9134)
9137,9137,1,-361432568329002341881916585*u + 34548492047245559573503014232,66.4053085951392,1/2*sqrt(9137)
9138,36552,2,-19348720000*u - 1849600000001,28.9391376959850,sqrt(9138)
9139,36556,4,64156306736230764125721*u + 6133222126400656705306370,57.7689096566344,sqrt(9139)
9141,9141,2,-16859/2*u + 1611865/2,14.2929024516431,1/2*sqrt(9141)
9142,36568,2,1504291135393050122896700927640*u + 143831001590902323065627903980351,74.7393389806863,sqrt(9142)
9143,36572,8,21*u + 2008,8.29804159936858,sqrt(9143)
9145,9145,4,-2160898385220*u + 206645617777751,33.6551736312100,1/2*sqrt(9145)
9146,36584,4,5600285941*u + 535581787565,27.6997666269458,sqrt(9146)
9147,36588,4,-19925*u + 1905626,15.1534683020466,sqrt(9147)
9149,9149,3,-123/2*u + 11765/2,9.37288429393682,1/2*sqrt(9149)
9151,36604,3,18823081853679508648771743*u + 1800632184599033375527959920,63.4510825083063,sqrt(9151)
9154,36616,4,3468809088666*u + 331883645970275,34.1289527400332,sqrt(9154)
9155,36620,6,18524*u - 1772409,15.0809973767150,sqrt(9155)
9157,9157,1,-296989033822447877/2*u + 28419538459169494443/2,44.7936085564288,1/2*sqrt(9157)
9158,36632,2,-159003306*u - 15216209317,24.1387742795896,sqrt(9158)
9159,36636,4,-715206080*u - 68447127551,25.6424746041675,sqrt(9159)
9161,9161,1,-4571981185439461579548096268568626325*u - 437598551832240207733212615750145571432,89.6675124701066,1/2*sqrt(9161)
9165,9165,4,297/2*u - 28433/2,10.2553057201766,1/2*sqrt(9165)
9166,36664,5,14445153611508*u + 1382967871852175,35.5561553971185,sqrt(9166)
9167,36668,2,584472175924297*u - 55959967922139648,39.2565601520394,sqrt(9167)
9169,9169,2,-2181812269483345208756949562273*u + 208919205725823329386786046254620,75.1126475721320,1/2*sqrt(9169)
9170,36680,4,8550*u + 818749,14.3086800251164,sqrt(9170)
9173,9173,1,-2725/2*u + 260989/2,12.4722335398375,1/2*sqrt(9173)
9174,36696,4,-43372066274674*u + 4154219888684645,36.6560482337279,sqrt(9174)
9177,9177,4,-105603708*u + 10116482473,23.7305790392258,1/2*sqrt(9177)
9178,36712,4,-4964771890158973*u - 475634475367175181,41.3965732258165,sqrt(9178)
9179,36716,2,-25478916083001874368563541*u + 2441061006483602167256766770,63.7553774749121,sqrt(9179)
9181,9181,5,-19253/2*u + 1844775/2,14.4278678768009,1/2*sqrt(9181)
9182,36728,1,-3835140716152159462960*u - 367493741714198611974399,54.9541404225937,sqrt(9182)
9183,36732,2,4514140283277540*u - 432580903544010151,41.3016929445663,sqrt(9183)
9185,9185,2,289451618132900*u - 27740581598393751,38.5548199561935,1/2*sqrt(9185)
9186,36744,2,2780356768161411180167061023804572*u - 266479464881227282003414928378410385,82.2637524351458,sqrt(9186)
9187,36748,1,79010454724715567912469573020367*u - 7573060379925195137957582608018562,78.7030525125157,sqrt(9187)
9190,36760,2,17471612787176317414342058268*u - 1674907208954681593707836451919,70.2864577364848,sqrt(9190)
9191,36764,4,7245*u + 694576,14.1442040469943,sqrt(9191)
9193,9193,2,-197893697767910294182803373*u + 18974074160818778125133440164,65.8060182209118,1/2*sqrt(9193)
9194,36776,2,-12852140544735499673*u - 1232331971285150084765,49.2563424194611,sqrt(9194)
9195,36780,4,24471403533*u + 2346576652934,29.1771258191299,sqrt(9195)
9197,9197,2,101*u - 9686,9.87158400618784,1/2*sqrt(9197)
9199,36796,1,-10982476911143937022341031003918681914153735132652023268221576527593244593149235240351449*u - 1053344927816119107196375157694929519417266955491964582169476720418214485349747839063034640,207.977776296315,sqrt(9199)
9201,9201,1,1059950885935564329058740584497933931268858708980349332*u - 101672442664470309534530811567233327697752980402631690455,129.654498501657,1/2*sqrt(9201)
9202,36808,2,-1520161788692321322220516932*u + 145824644455900485063358890257,67.8453495258799,sqrt(9202)
9203,36812,1,-1830171358293114441*u - 175572488813576978762,47.3077308537533,sqrt(9203)
9205,9205,2,-16938800376*u + 1625154094241,28.8097709349996,1/2*sqrt(9205)
9206,36824,1,-16835300711031874823707036210037515503702*u + 1615311791693539406185470444347021813723525,97.8812490842230,sqrt(9206)
9209,9209,1,-20805889111743814536018205933879168805*u - 1996606662593618093329397086244137673332,91.1854148782120,1/2*sqrt(9209)
9210,36840,8,-32*u - 3071,8.72290567449256,sqrt(9210)
9211,36844,2,12707198423889621199172743797*u - 1219560087172162077059694764390,69.9691901798152,sqrt(9211)
9213,9213,4,-64*u + 6143,9.41621567509898,1/2*sqrt(9213)
9214,36856,20,-96*u + 9215,9.82173504771979,sqrt(9214)
9215,36860,12,u + 96,5.25746824418781,sqrt(9215)
9217,9217,18,-u + 96,5.25752249766017,1/2*sqrt(9217)
9218,36872,6,96*u - 9217,9.82195206161081,sqrt(9218)
9219,36876,12,64*u - 6145,9.41654119593950,sqrt(9219)
9221,9221,1,-4396745454839345*u + 422202046718477782,41.2774075586194,1/2*sqrt(9221)
9222,36888,8,32*u - 3073,8.72355671621671,sqrt(9222)
9223,36892,2,-2209774288594140617694359508227331*u + 212218881100250456640911444951109848,82.0360734494373,sqrt(9223)
9226,36904,2,-151904983520745233765099215003212075283932*u - 14590787990856007583505366594123204397845295,100.082111456355,sqrt(9226)
9227,36908,1,2115983104782511642586702447075786595*u - 203255570105625696611912629146085284026,88.9006746815917,sqrt(9227)
9229,9229,5,-1965/2*u + 188773/2,12.1483005139642,1/2*sqrt(9229)
9230,36920,4,9353250*u - 898593749,21.3094887787595,sqrt(9230)
9231,36924,4,10832951735*u + 1040809346824,28.3641669250871,sqrt(9231)
9233,9233,1,-30325039966512500036622801720*u + 2913887629292757968892563026399,70.8401881150541,1/2*sqrt(9233)
9235,36940,10,159159*u - 15295006,17.2361841084121,sqrt(9235)
9237,9237,1,-1954511/2*u + 187846709/2,19.0511368105335,1/2*sqrt(9237)
9238,36952,2,-8488754637192682410780*u + 815892535186633489480399,55.7517167826510,sqrt(9238)
9239,36956,1,21112673221657620410607133242882858038021*u + 2029344175600926518518185077260474916774280,98.1094337609600,sqrt(9239)
9241,9241,1,-26083114540479362207174160452327440784976324993926454237786908779496215983953365*u + 2507372934655243693713650013375626883548839506168622856164206898322396114581366668,188.121775278532,1/2*sqrt(9241)
9242,36968,2,-5306450981*u - 510137369981,27.6510930598597,sqrt(9242)
9246,36984,4,140538298630*u + 13513617936299,30.9278662095227,sqrt(9246)
9247,36988,2,-1475116297127845677540455313*u - 141849134395358174207001706688,67.8177087503820,sqrt(9247)
9249,9249,1,6627719306656877942785467660999142606908415729429034062324*u + 637399174779228272682057872657456864140627177981921885774295,138.397893588536,1/2*sqrt(9249)
9253,9253,1,19850618856*u - 1909480958047,28.9709997519028,1/2*sqrt(9253)
9254,37016,2,-8459143603849274830*u - 813750269225500824699,48.8413323788210,sqrt(9254)
9255,37020,4,-165253186867*u + 15897837555736,31.0903513936816,sqrt(9255)
9257,9257,1,-745821067378316592596485*u + 71757909602329786044451232,60.2284874993410,1/2*sqrt(9257)
9258,37032,2,116561144655043686*u + 11215338653113245613,44.5569612184125,sqrt(9258)
9259,37036,2,1139136143198572744755713394307656*u + 109611891887841598152401152015863455,81.3754011206177,sqrt(9259)
9262,37048,2,59254083338490155165868469338*u + 5702570620811392503440577225077,71.5116170296654,sqrt(9262)
9263,37052,2,-621964205359*u + 59860621748052,32.4161871855623,sqrt(9263)
9265,9265,4,-6929023015392305*u + 666952209619777068,41.7346419690738,1/2*sqrt(9265)
9266,37064,8,1242*u - 119555,12.3846789760592,sqrt(9266)
9267,37068,2,-12849757657753*u - 1236985242981602,35.4446007391264,sqrt(9267)
9269,9269,2,203736*u - 19614815,17.4849428865838,1/2*sqrt(9269)
9271,37084,4,-8389039453515435*u - 807747323086812824,41.9261728661330,sqrt(9271)
9273,9273,2,71622344130054560*u - 6896975143998734849,44.0707617850095,1/2*sqrt(9273)
9274,37096,2,1795858824977869035508192945078393*u + 172944095352032116072463713673624955,81.8314236433834,sqrt(9274)
9277,9277,1,-21843987302344408301*u + 2103951351812882140926,49.7912513062811,1/2*sqrt(9277)
9278,37112,3,-85654576*u + 8250452223,23.5266810312598,sqrt(9278)
9281,9281,3,31611925985*u - 3045428044832,29.4378097607863,1/2*sqrt(9281)
9282,37128,8,-102*u - 9827,9.88603615633357,sqrt(9282)
9283,37132,1,-281152280048441354472947058910157059553047347704228292310465816545*u - 27088551646093345104481622791749004924163806823488088597131475776226,155.962874508312,sqrt(9283)
9285,9285,2,108744*u - 10478431,16.8579766924684,1/2*sqrt(9285)
9286,37144,1,1499209307116511500562948574538661084833481158393969309542698323137926632414443830243364078*u + 144469646234822416667294528099383118643702558219651365695231564302248898784768234833887634245,212.898874974852,sqrt(9286)
9287,37148,2,-21376886795*u - 2060070960276,29.0469087254326,sqrt(9287)
9289,9289,7,252480696*u - 24333952735,24.6082856245257,1/2*sqrt(9289)
9290,37160,8,13*u - 1253,7.82644329469073,sqrt(9290)
9291,37164,8,335533*u - 32341970,17.9850235060931,sqrt(9291)
9293,9293,3,-5*u + 482,6.87109237069221,1/2*sqrt(9293)
9294,37176,6,-87986*u + 8482325,16.6466423252774,sqrt(9294)
9298,37192,4,-385292262367602505*u - 37152244682392098393,45.7547030459283,sqrt(9298)
9299,37196,2,34957471642812951*u + 3370995229186242530,43.3548868754519,sqrt(9299)
9301,9301,3,-39120*u + 3772799,15.8364749048300,1/2*sqrt(9301)
9302,37208,1,-13487383505889498*u - 1300816012237169797,42.4026706237188,sqrt(9302)
9303,37212,4,171331*u + 16525228,17.3135459214436,sqrt(9303)
9305,9305,8,173*u - 16688,10.4155923586982,1/2*sqrt(9305)
9307,37228,2,52032118616964983794393617023326155*u - 5019683865527249529505177311330885026,85.1995774850716,sqrt(9307)
9309,9309,2,-2957363/2*u + 285335725/2,19.4691770274121,1/2*sqrt(9309)
9311,37244,1,65040057263205802825148960256549901133395336401103*u + 6275944267868138750410043308095853803892666398535920,119.961710877888,sqrt(9311)
9313,9313,1,-256434130463261068756801418141734644*u + 24746890075329418252366239088879893463,86.7949103559432,1/2*sqrt(9313)
9314,37256,4,887795496*u + 85680314945,25.8670361194678,sqrt(9314)
9318,37272,2,-224702319516518683117130*u + 21690467299412750073312101,59.0320622814872,sqrt(9318)
9319,37276,1,-32508940234751610677126940307565369151044770138117131470180039406500373702005139*u + 3138249497402080520838406615932984017530286075810441666557746193681064968102299320,188.346204872642,sqrt(9319)
9321,9321,10,-7788*u + 751895,14.2234991460831,1/2*sqrt(9321)
9322,37288,10,198*u - 19117,10.5514804504049,sqrt(9322)
9323,37292,3,7821*u - 755162,14.2278347553103,sqrt(9323)
9326,37304,7,4732*u + 456975,13.7255311443436,sqrt(9326)
9327,37308,2,-63650241540*u + 6147110845351,30.1401504866814,sqrt(9327)
9329,9329,1,-15423533097145485068646405515054020*u - 1489708913369006453304724969645634199,83.9847912690627,1/2*sqrt(9329)
9330,37320,4,-320228*u - 30931439,17.9404308485489,sqrt(9330)
9331,37324,20,-345*u - 33326,11.1072403324334,sqrt(9331)
9334,37336,2,-2020530973677347876692824301484094*u + 195208808482385565301505989293620635,81.9525250477464,sqrt(9334)
9335,37340,2,-508788338572931277*u + 49158011842648274404,46.0347186957504,sqrt(9335)
9337,9337,1,313410146871223392578889614396942305958506247122021*u - 30284243701157819330467481748979528869966966030708204,121.535614490657,1/2*sqrt(9337)
9338,37352,8,-30*u + 2899,8.66526827973457,sqrt(9338)
9339,37356,4,921064567429*u - 89010299713730,32.8129203866453,sqrt(9339)
9341,9341,1,54501805*u - 5267536718,23.0779758548475,1/2*sqrt(9341)
9343,37372,1,-13996463451445601713855566975837481513933464129*u - 1352886891653000512108970489241115207444832815808,111.519472391781,sqrt(9343)
9345,9345,8,348*u - 33641,11.1166480205002,1/2*sqrt(9345)
9346,37384,2,-20483902636744471621420549455762039295009689138*u + 1980275394369880826418078396802812902892493301315,111.900467567374,sqrt(9346)
9347,37388,2,3411397991640*u - 329813562634399,34.1226958295841,sqrt(9347)
9349,9349,1,224031788782516897084997861/2*u - 21661684515712213471337011605/2,65.2453425201966,1/2*sqrt(9349)
9353,9353,1,-2590602287547728636554765624*u + 250539503162976469810566464223,68.3865612967486,1/2*sqrt(9353)
9354,37416,2,-1442678630628458858421670456562780*u - 139530220880346695317484264721525551,81.6167364642975,sqrt(9354)
9355,37420,2,73964494010189343598668*u - 7153938239213775992119289,57.9228524201741,sqrt(9355)
9357,9357,1,12037311/2*u - 1164388201/2,20.8754616366686,1/2*sqrt(9357)
9358,37432,1,24404977991404960796949804225045564*u - 2360858406008515474916328652407208463,84.4452358126084,sqrt(9358)
9361,9361,2,166549342591353533912991551265805232340*u - 16114025456364600887499254728427684074199,93.2736558464484,1/2*sqrt(9361)
9362,37448,4,6798*u - 657757,14.0897380217466,sqrt(9362)
9363,37452,4,-132684839*u - 12838929482,23.9688949386164,sqrt(9363)
9365,9365,2,-2017/2*u + 195191/2,12.1817338453671,1/2*sqrt(9365)
9366,37464,4,-471490016420*u - 45629906400049,32.1447316401447,sqrt(9366)
9367,37468,4,-1222640478627*u - 118331135016812,33.0976552198005,sqrt(9367)
9370,37480,4,-1661317416318675041*u + 160813466402059784187,47.2199239539726,sqrt(9370)
9371,37484,5,251787*u + 24373970,17.7021734981050,sqrt(9371)
9373,9373,2,-223467567/2*u + 21634846049/2,23.7975710947671,1/2*sqrt(9373)
9374,37496,2,-3873931433716105076874*u + 375071792748902229576725,54.9745515884120,sqrt(9374)
9377,9377,1,-19134686516667585190396690403249*u - 1852905667002673520580024917815376,77.2952102871154,1/2*sqrt(9377)
9379,37516,12,84*u + 8135,9.69707819643541,sqrt(9379)
9381,9381,2,-37681215/2*u + 3649635277/2,22.0178930754385,1/2*sqrt(9381)
9382,37528,3,712582101445114362*u - 69021218793179772197,46.3740928305176,sqrt(9382)
9383,37532,2,-1155092315*u - 111889041276,26.1339206948381,sqrt(9383)
9385,9385,2,111481886163296647816897349*u - 10799942578347752157679933872,65.2424855086956,1/2*sqrt(9385)
9389,9389,2,65605*u - 6356918,16.3582014072290,1/2*sqrt(9389)
9390,37560,4,-1867159946*u - 180931556171,26.6145318345565,sqrt(9390)
9391,37564,1,509483017190778097181433152364208449304250608814628813213228413680434023775417*u + 49372558417317643786373663837695916287160435855680199391097417350480082501423040,184.194179206318,sqrt(9391)
9393,9393,2,1979046613976*u - 191804231768287,33.5806435221370,1/2*sqrt(9393)
9394,37576,12,2340*u - 226799,13.0249666222100,sqrt(9394)
9395,37580,2,836518807878070844296*u + 81081934555100311668639,53.4428943145651,sqrt(9395)
9397,9397,1,-2077661390437741853/2*u + 201404598732520371387/2,46.7518474877424,1/2*sqrt(9397)
9398,37592,2,-651460867544396*u + 63154754846551887,39.3775117159149,sqrt(9398)
9399,37596,4,-13205569076*u + 1280259319975,28.5712309476312,sqrt(9399)
9401,9401,2,779363177519568*u - 75566082697281665,39.5569311164160,1/2*sqrt(9401)
9402,37608,2,-568209964368343772666582*u - 55095860307626336643108493,59.9642639952204,sqrt(9402)
9403,37612,1,-5782357609283934604736371219198010417197255367772408796465622538975103549509*u + 560709823778767797038739471943116599923329407824821428982452325498608198771762,179.716232678651,sqrt(9403)
9406,37624,1,-2756860532086819396599054841062105209388633411399987176295556848*u - 267372836349756489521517151913500910229273405291537844475165819135,151.344652114361,sqrt(9406)
9407,37628,4,-97*u + 9408,9.84246284787383,sqrt(9407)
9410,37640,20,-u + 97,5.26788472830945,sqrt(9410)
9411,37644,10,97*u - 9410,9.84267541031605,sqrt(9411)
9413,9413,3,1/2*u - 97/2,4.57481724278395,1/2*sqrt(9413)
9415,37660,4,-256198707843*u - 24859197069344,31.5373960839539,sqrt(9415)
